"","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Variable","Anot"
"X95","no_IgA",1047548.38030042,0.340775894266135,0.263506996758181,1.29323281149481,0.195930550603778,0.303871402241891,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X96","no_IgA",41390.7633455874,0.268270288730455,0.330729206999519,0.811147860705404,0.417280763555818,0.530759686407186,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X97","no_IgA",43422.7940171871,-0.0305434141872618,0.200740095404357,-0.152154028450257,0.87906545168825,0.909228423520288,"Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine"
"X98","no_IgA",12734.1136928709,-0.24407325687956,0.217115288874374,-1.12416430065772,0.260943331101492,0.373045339769642,"Spectral Match to Palmitoylcarnitine from NIST14","Palmitoylcarnitine"
"X99","no_IgA",3037.43774669538,0.213554195931361,0.296881433888555,0.71932486021179,0.471940781845311,0.584635713068018,"NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-","NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-"
"X100","no_IgA",8355.02705063352,-0.260637896132982,0.241647841972835,-1.07858565590783,0.28077247855379,0.39288304419541,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X101","no_IgA",313.881279953512,1.2360079305721,0.301675376286335,4.09714556682592,4.18275895334113e-05,0.00043588751197976,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X102","no_IgA",1509.45054621886,0.0834996030742402,0.288514891172503,0.289411762196759,0.772266295024124,0.831779110143843,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X103","no_IgA",25302.9924382365,0.194248893399515,0.225732873051616,0.86052549977999,0.389499433306911,0.506264033663687,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X104","no_IgA",4194.75782602465,-0.086816429224284,0.271793822002588,-0.319420171454292,0.749407916746524,0.811573933541359,"Tryptophan Conjugated Muricholic Acid","Tryptophan Conjugated Muricholic Acid"
"X105","no_IgA",1757.05149293089,-0.918777193010813,0.29695336346739,-3.09401174070793,0.00197469671766982,0.00938375880236699,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X106","no_IgA",1733.72516168396,-1.18625461945397,0.253008386711663,-4.68859801396965,2.75083153503519e-06,4.18972803028437e-05,"Hydrocortisone","Hydrocortisone"
"X107","no_IgA",11115.3741656174,0.00615278534899225,0.268691791653871,0.0228990447051627,0.981730802411668,0.984412789051291,"Spectral Match to Linolenic acid ethyl ester from NIST14","Linolenic acid ethyl ester"
"X108","no_IgA",5431.41770561824,-0.102301746469654,0.256505306358227,-0.398828967408505,0.690019231293327,0.764685491395963,"Ile/Leu Conjugated Muricholic acid","Ile/Leu Conjugated Muricholic acid"
"X109","no_IgA",14365.8123845694,-0.137435615836535,0.230015647434126,-0.59750550612386,0.550169931951599,0.655597755821149,"Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Heptadecanoyl-sn-glycero-3-phosphocholine"
"X110","no_IgA",31620.9945051323,-0.686117481549455,0.274214853637168,-2.50211639686485,0.0123453329596764,0.0379954807152734,"Spectral Match to Ursodeoxycholic acid from NIST14","Ursodeoxycholic acid"
"X111","no_IgA",21196.0590896191,-1.00169523025861,0.280881405656157,-3.56625682614547,0.000362116508299038,0.00248667290092056,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X112","no_IgA",20224.1652270639,-0.416107198240629,0.252623228700945,-1.64714543623071,0.0995281558901405,0.187087736071973,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X113","no_IgA",3308.26485196865,-0.204054786858863,0.246766350885028,-0.82691495873331,0.408285264224642,0.524938196860254,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X114","no_IgA",963.304056581136,-0.526914752335073,0.330520594919747,-1.59419642961436,0.110892045964472,0.200831513101881,"Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Hexadecanoyl-sn-glycero-3-phosphocholine"
"X115","no_IgA",1686.51839542211,0.528673393058759,0.306989845834321,1.72212012948493,0.0850477593648356,0.167568589706799,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X116","no_IgA",148838.383460775,-1.18897007114208,0.382694052903907,-3.1068422990117,0.00189097245246873,0.00913201330704409,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X117","no_IgA",52321.3659574077,-0.574601625194202,0.288278869752946,-1.99321450679557,0.0462379632594811,0.103838753028854,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X118","no_IgA",4648.09136842248,0.185165213351534,0.155773510072432,1.18868229434797,0.234564710514006,0.34556362539001,"Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Heptadecanoyl-sn-glycero-3-phosphocholine"
"X119","no_IgA",23625.3950332282,-0.228888908110818,0.19167059006404,-1.19417855412425,0.23240813022469,0.343409028242452,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X120","no_IgA",6871.43806649316,0.192207246606836,0.192075752363062,1.00068459575015,0.316979317008318,0.430367346978151,"Spectral Match to 1,2-Didecanoyl PC from NIST14","1,2-Didecanoyl PC"
"X121","no_IgA",48622.1313830157,-1.54935451602285,0.332552101591383,-4.65898278377621,3.17775775493474e-06,4.71897026607808e-05,"Tryptophan Conjugated Muricholic Acid","Tryptophan Conjugated Muricholic Acid"
"X122","no_IgA",3426.47465363267,-0.266777637569718,0.26775208507107,-0.9963606352455,0.3190749522051,0.431732395466582,"Spectral Match to 6,15-Diketo-13,14-dihydro Prostaglandin F1.alpha. from NIST14","6,15-Diketo-13,14-dihydro Prostaglandin F1.alpha."
"X123","no_IgA",1448.56401727353,0.56271777077684,0.191769383497023,2.93434624711914,0.00334251108712739,0.014232627854865,"Spectral Match to 1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine from NIST14","1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine"
"X124","no_IgA",753.14386643592,0.816628579347479,0.276996872681221,2.94815089947707,0.00319680976988748,0.0137573556889809,"Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Octadecanoyl-sn-glycero-3-phosphocholine"
"X125","no_IgA",2757.20780544913,0.52796571548984,0.195818650923623,2.69619728764125,0.00701361131650121,0.0249466174970163,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X126","no_IgA",77638.4643706807,-0.66159279855679,0.271315188223706,-2.43846576702256,0.0147497556542756,0.0439165657074672,"Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14","3.beta.-Hydroxy-5-cholenoic acid"
"X127","no_IgA",923.407750663264,0.582350922297388,0.267343632642738,2.1782861126736,0.0293847424240935,0.0736342546537858,"Taurocholic Acid Sulfate","Taurocholic Acid Sulfate"
"X128","no_IgA",2354.08657145186,0.408188088432097,0.457988483985531,0.891262777788519,0.372788212535649,0.489361764079946,"Spectral Match to Urobilin from NIST14","Urobilin"
"X129","no_IgA",5579.82445038925,0.034763773452045,0.41296095030939,0.0841817450923629,0.932911931969969,0.944396320109267,"Spectral Match to Trp-Phe from NIST14","Trp-Phe"
"X130","no_IgA",20794.2779549409,-0.00220972945745003,0.22760859890814,-0.00970846210578297,0.9922538896608,0.993089823855965,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X131","no_IgA",5365.63036914902,-0.245124392975627,0.269023338675744,-0.911164043172763,0.362208946416725,0.479714858799408,"Glycocholic acid","Glycocholic acid"
"X132","no_IgA",2562.28132043887,0.611161342083699,0.262117497953503,2.33163122208694,0.0197200998560276,0.0546846500346241,"Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine"
"X133","no_IgA",2364.33221835717,-3.15554532505842,0.4403086195038,-7.1666671631696,7.68455535432144e-13,4.56462588046694e-11,"Spectral Match to O-Arachidonoylglycidol from NIST14","O-Arachidonoylglycidol"
"X134","no_IgA",1898.23331388633,-2.83385409945344,0.431448218547736,-6.5682368767039,5.09145027844307e-11,2.01621431026346e-09,"Spectral Match to O-Arachidonoylglycidol from NIST14","O-Arachidonoylglycidol"
"X135","no_IgA",61869.4400333701,0.177841806148722,0.368003414359873,0.483261293806393,0.628910219224764,0.715656456359214,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X136","no_IgA",479.310269147205,-0.240909542487195,0.402912321887011,-0.597920513720981,0.549892971409704,0.655597755821149,"Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Hexadecanoyl-sn-glycero-3-phosphocholine"
"X137","no_IgA",536.432543397483,-0.855111562530354,0.338360902707464,-2.52721740510799,0.0114970308131807,0.0359433489633124,"Spectral Match to Undecaethylene glycol from NIST14","Undecaethylene glycol"
"X138","no_IgA",415.997940821558,-0.528443746088323,0.464486869639109,-1.13769361553515,0.255248440286422,0.367557754012447,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X139","no_IgA",14563.1902532556,-0.69560659549404,0.222055094242836,-3.13258562189677,0.00173273880329679,0.00850617230709333,"NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-","NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-"
"X140","no_IgA",1335.09678649355,-0.184712583080659,0.280492209857098,-0.658530171567915,0.510197516141216,0.618530665571139,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X141","no_IgA",996.155733961588,1.25435958608307,0.422386377828493,2.96969706393418,0.0029809354940812,0.0130196741432664,"Urobilinogen","Urobilinogen"
"X142","no_IgA",8726.34033644814,-0.651605603504762,0.187231426765538,-3.48021491242888,0.000501011714800949,0.00318289795285309,"Spectral Match to Palmitoylcarnitine from NIST14","Palmitoylcarnitine"
"X143","no_IgA",13209.3361761155,-0.350748631469559,0.229853977167814,-1.52596285603307,0.127019115205283,0.222893218410452,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X144","no_IgA",4304.51407104622,-0.271397071389713,0.267132910721475,-1.01596269309057,0.309647152400629,0.423315094421113,"Glycocholic acid","Glycocholic acid"
"X145","no_IgA",10119.0480221489,-0.800630341948594,0.237619116929712,-3.36938522579149,0.000753360587217542,0.0043694776040072,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X146","no_IgA",728027.987393089,-0.264534972923473,0.321947503885214,-0.821671141198813,0.411264088053145,0.526684060596295,"Spectral Match to Chenodeoxycholic acid from NIST14","Chenodeoxycholic acid"
"X147","no_IgA",263337.595979648,-0.479099371853935,0.279257276204254,-1.71562001307895,0.0862316131216216,0.168769615137539,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X148","no_IgA",661.965820695906,1.22171236487734,0.360175798730455,3.39198904863575,0.00069387213474571,0.00414231204059248,"NCGC00380821-01!","NCGC00380821-01!"
"X149","no_IgA",293.323694104554,0.313993900138568,0.313686175047473,1.00098099666346,0.316835995777664,0.430367346978151,"Stercobilin","Stercobilin"
"X150","no_IgA",9513.76833586838,-0.760143398966873,0.217146838143315,-3.50059621160674,0.000464218636012755,0.00303017439331402,"NCGC00380821-01!","NCGC00380821-01!"
"X151","no_IgA",3538.73287418948,0.150087036099944,0.270479257502133,0.554892961057321,0.578967876780931,0.679223530986714,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X152","no_IgA",4168.72971813915,-0.746788741608256,0.285412950596515,-2.61652016857491,0.00888311162875225,0.0293959237185451,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X153","no_IgA",22802.5464149647,-2.10008270062635,0.318179865731362,-6.60030041749856,4.10325441458587e-11,1.68091939466483e-09,"Tryptophan Conjugated Muricholic Acid","Tryptophan Conjugated Muricholic Acid"
"X154","no_IgA",962.618908494616,0.213471246014211,0.256164514392917,0.833336524069759,0.404654962916698,0.521399236382904,"Taurocholic Acid Sulfate","Taurocholic Acid Sulfate"
"X155","no_IgA",3349.07892799974,-0.423783505504712,0.235496948692026,-1.79952864722217,0.0719350965580062,0.145834291315548,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate"
"X156","no_IgA",6820.55790166683,-1.01698585395729,0.304431420435509,-3.34060739362064,0.000835953431288806,0.00475173529364163,"Spectral Match to Taurocholic acid from NIST14","Taurocholic acid"
"X157","no_IgA",82960.966703548,-0.514120305514945,0.413522374654649,-1.24327082892264,0.213768049934411,0.326003136485341,"NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid","NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid"
"X158","no_IgA",11144.7784931439,0.516246135446312,0.412667428994376,1.25099801722745,0.210935200838924,0.323343249802119,"Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X159","no_IgA",17799.1694736142,-0.296273219558212,0.448353875444443,-0.660802182794835,0.508739182801554,0.6180315427929,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X160","no_IgA",5138.79404429993,0.499108140588506,0.309293223721152,1.61370538475969,0.106591345413134,0.196326385040005,"NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-","NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-"
"X161","no_IgA",9750.14042389302,-0.133721368328519,0.337785320428804,-0.395876789905392,0.692195924225018,0.766382812655472,"NCGC00380944-01_C30H46O3_(3beta,5xi,9xi,13alpha,17alpha,18xi)-3-Hydroxy-13,28-epoxyurs-11-en-28-one","NCGC00380944-01_C30H46O3_(3beta,5xi,9xi,13alpha,17alpha,18xi)-3-Hydroxy-13,28-epoxyurs-11-en-28-one"
"X162","no_IgA",4841.21794572288,0.25465487789488,0.531101680086796,0.479484225795073,0.631594187432684,0.718022865712945,"Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14","1-Myristoyl-sn-glycero-3-phosphocholine"
"X163","no_IgA",27971.8329203928,0.758650952900337,0.322349011365723,2.35350792510918,0.0185972114376896,0.0523542350425954,"NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid","NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid"
"X164","no_IgA",6267.92324655546,0.223797744686449,0.285890836797218,0.782808386563255,0.433739641968626,0.548756863321329,"NCGC00347586-02_C30H46O6_3,19-Dihydroxyurs-12-ene-23,28-dioic acid","NCGC00347586-02_C30H46O6_3,19-Dihydroxyurs-12-ene-23,28-dioic acid"
"X165","no_IgA",9635.68039401568,0.60962148516488,0.239281132415866,2.54772066234362,0.0108429254777276,0.0342795273754824,"NCGC00384939-01_C28H38O8_Methyl 3-acetoxy-16-hydroxy-4,4,8,12,16-pentamethyl-15,17,19-trioxoandrost-11-ene-14-carboxylate","NCGC00384939-01_C28H38O8_Methyl 3-acetoxy-16-hydroxy-4,4,8,12,16-pentamethyl-15,17,19-trioxoandrost-11-ene-14-carboxylate"
"X166","no_IgA",8070.62929405669,-1.93917435140546,0.252545676309816,-7.67850940764687,1.60950340379781e-14,1.27472669580787e-12,"NCGC00347357-02_C30H48O5_Olean-12-en-28-oic acid, 2,3,19-trihydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-","NCGC00347357-02_C30H48O5_Olean-12-en-28-oic acid, 2,3,19-trihydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-"
"X167","no_IgA",5058.70227647563,-0.0192759813201364,0.569985460977811,-0.0338183736951262,0.973021984235489,0.978789261026046,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X168","no_IgA",15449.2463331287,-0.714685092636009,0.201168991455428,-3.55266031541625,0.000381356564182782,0.00259776066641427,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X169","no_IgA",3350.55411499995,0.914591809188046,0.299680703348895,3.05188755554694,0.00227407271575299,0.0105247954014767,"NCGC00179701-03_C30H46O4_Lup-20(29)-en-28-oic acid, 6-hydroxy-3-oxo-, (5xi,9xi,18xi)-","NCGC00179701-03_C30H46O4_Lup-20(29)-en-28-oic acid, 6-hydroxy-3-oxo-, (5xi,9xi,18xi)-"
"X170","no_IgA",2379.12760678635,0.406430819230963,0.265832892210722,1.52889590092106,0.126290252599083,0.222270844574386,"NCGC00381274-01_C18H34O12_3-Hydroxy-3-(hydroxymethyl)-4-methylpentyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside","NCGC00381274-01_C18H34O12_3-Hydroxy-3-(hydroxymethyl)-4-methylpentyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside"
"X171","no_IgA",518.044306615094,-1.52545703852041,0.411010759672821,-3.71147713927179,0.000206053280011314,0.001589553874373,"Spectral Match to Undecaethylene glycol from NIST14","Undecaethylene glycol"
"X172","no_IgA",3601.99785776833,-2.06272967206027,0.299662199418066,-6.88351642638282,5.83928610669845e-12,3.15321449761716e-10,"Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine"
"X173","no_IgA",2904.49292644568,-0.784580137021455,0.200791146886641,-3.90744387482581,9.32776996303331e-05,0.000839499296672998,"Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14","1-Myristoyl-sn-glycero-3-phosphocholine"
"X174","no_IgA",144125.639581705,-0.260188888283007,0.36260534688627,-0.717553920584116,0.473032378313182,0.585085758510719,"Stercobilin","Stercobilin"
"X175","no_IgA",37452.3661407897,-0.0573646589977916,0.15334584871495,-0.37408680755633,0.708339733383721,0.779269039230608,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate","NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate"
"X176","no_IgA",149591.934198704,0.0500704636601168,0.211210252600071,0.237064550814803,0.812606712886193,0.860719534285349,"Spectral Match to Oleoyl L-carnitine from NIST14","Oleoyl L-carnitine"
"X177","no_IgA",4162.71652731553,-0.931288198675729,0.27193760592269,-3.42463924956553,0.00061561627075339,0.00373138841660728,"NCGC00381274-01_C18H34O12_3-Hydroxy-3-(hydroxymethyl)-4-methylpentyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside","NCGC00381274-01_C18H34O12_3-Hydroxy-3-(hydroxymethyl)-4-methylpentyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside"
