sample_id	age	sex	cage	diet	name	title	number	strain	weight	age_bin	latitude	taxon_id	age_units	body_site	elevation	env_biome	longitude	phenotype	timepoint	host_taxid	life_stage	mice_group	antibiotics	description	env_feature	env_package	sample_type	weight_unit	body_habitat	body_product	env_material	geo_loc_name	qiita_empo_1	qiita_empo_2	qiita_empo_3	dna_extracted	immune_status	host_subject_id	scientific_name	stam_comparison	experiment_group	prepdescription_	mice_group_number	collection_timestamp	fig_7a_extended_data	fig_7l_extended_data	fig_7m_extended_data	fig_7n_extended_data	fig_7q_extended_data	host_scientific_name	fig_7k1_extended_data	fig_7k2_extended_data	physical_specimen_location	fig_7a_extended_data_groups	fig_7l_extended_data_groups	fig_7m_extended_data_groups	fig_7n_extended_data_groups	fig_7q_extended_data_groups	physical_specimen_remaining	fig_7k1_extended_data_groups	fig_7k2_extended_data_groups	qiita_study_id
10856.E49L.feces.26w.STAM.B6.PIGRK.4.4	26	male	Cage 131	HFD	10856.E49L.feces.26w.STAM.B6.PIGRK.4.4	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 313	C57Bl/6	22	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	T1d, NASH driven HCC, PIGRK	6 months	10090	adult	Group34-STAM-B6-PIGRK (6M)	No	STAM-B6-PIGRK	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no PIGR	SS313	mouse gut metagenome	FALSE	E	Karin_Rapid_Response_Plate_4_33657_A6	34	12/21/16	FALSE	FALSE	FALSE	FALSE	TRUE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	STAM-Pigr-/-	FALSE	not applicable	not applicable	10856
10856.E26L.feces.50w.HFD.ctrl.IgAKMup.1.3	50	male	Cage 73	HFD	10856.E26L.feces.50w.HFD.ctrl.IgAKMup.1.3	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 139	C57Bl/6	48	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS139	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_C7	11	7/7/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.Ex3.HFD.10.feces.MupHe.5	44	male	Cage 6	HFD	10856.Ex3.HFD.10.feces.MupHe.5	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 18	C57Bl/6	38-45	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS18	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_B4	3	9/2/15	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.E32L.feces.30w.HFD.CD8kMup.3.5	30	male	Cage 89	HFD	10856.E32L.feces.30w.HFD.CD8kMup.3.5	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 192	C57Bl/6	37.4	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, CD8KO	6 months	10090	adult	Group17-CD8kMup-HFD (6M)	No	CD8kMup-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS192	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_H1	17	8/10/16	TRUE	FALSE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	not applicable	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.Ex3.HFD.10.feces.MupHe.1	44	male	Cage 6	HFD	10856.Ex3.HFD.10.feces.MupHe.1	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 14	C57Bl/6	38-45	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS14	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_F3	3	9/2/15	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.Ex3.HFD.10.feces.MupHe.2	44	male	Cage 6	HFD	10856.Ex3.HFD.10.feces.MupHe.2	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 15	C57Bl/6	38-45	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS15	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_G3	3	9/2/15	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.Ex3.HFD.10.feces.MupHe.3	44	male	Cage 6	HFD	10856.Ex3.HFD.10.feces.MupHe.3	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 16	C57Bl/6	38-45	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC	11 months	10090	adult	Group 3-MupHe-HFD (10-11M)	No	MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS16	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_1_33657_H3	3	9/2/15	TRUE	TRUE	TRUE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP	MUP	MUP	not applicable	FALSE	HFD	HFD MUP	10856
10856.FVB.CD8k.Feces.20w.NC.2.57	20	male	Cage 159	NC	10856.FVB.CD8k.Feces.20w.NC.2.57	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 410	FVB	34	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB, CD8ko	2-4 months	10090	adult	Group54-NC-FVB-CD8k (2-4M)	No	NC-FVB-CD8k	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS410	mouse gut metagenome	not applicable	F	Karin_Rapid_Response_Plate_5_33657_F6	54	1/26/17	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E27L.feces.50w.HFD.CD4He.WT.11	50	male	Cage 42	HFD	10856.E27L.feces.50w.HFD.CD4He.WT.11	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 83	C57Bl/6	49.6	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese only	6 months	10090	adult	Group 7-B6-HFD (10-11M)	No	B6-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS83	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_1_33657_C12	7	6/30/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.FVB.CD8k.Feces.7w.NC.4.59	7	male	Cage 160	NC	10856.FVB.CD8k.Feces.7w.NC.4.59	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 412	FVB	25	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB, CD8ko	2-4 months	10090	adult	Group54-NC-FVB-CD8k (2-4M)	No	NC-FVB-CD8k	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS412	mouse gut metagenome	not applicable	F	Karin_Rapid_Response_Plate_5_33657_H6	54	1/26/17	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E18L.feces.26w.HFD.IgAkCLM.2.19	26	male	Cage 77	HFD	10856.E18L.feces.26w.HFD.IgAkCLM.2.19	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 147	C57Bl/6	49.3	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese no IgA	6 months	10090	adult	Group13-IgAk-HFD (6M)	No	IgAk-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS147	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_2_33657_C8	13	9/13/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E51L.Col.Fe.47w.HFD.CD8kMup.3.10	47	male	Cage 126	HFD	10856.E51L.Col.Fe.47w.HFD.CD8kMup.3.10	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 296	C57Bl/6	60.8	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	Colon, NASH, obese, HCC, CD8KO	11 months	10090	adult	Group30-In-CD8kMup-HFD  (10-11M) Col compare to SI	No	Colon-CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS296	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_4_33657_H3	30	1/5/17	TRUE	FALSE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	not applicable	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E36L.feces.50w.NC.CD8kCLM.3.26	50	male	Cage 109	NC	10856.E36L.feces.50w.NC.CD8kCLM.3.26	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 259	C57Bl/6	33.2	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	CD8KO	11 months	10090	adult	Group24-CD8k-NC (10-11M)	No	CD8k-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS259	mouse gut metagenome	not applicable	A	Karin_Rapid_Response_Plate_3_33657_G10	24	9/7/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	not applicable	10856
10856.E4L.HFD.feces.oxpluspdl1.MupHe.10	37	male	Cage 9	HFD	10856.E4L.HFD.feces.oxpluspdl1.MupHe.10	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 404	C57Bl/6	25	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	HCC	11 months	10090	adult	Group51-MupHe-HFD-Oxali+aPD-L1 (10-11M)	No	MupHe-HFD-Oxali+aPD-L1 (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS404	mouse gut metagenome	not applicable	Not applicable	Karin_Rapid_Response_Plate_5_33657_H5	51	10/22/15	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E27L.feces.47w.HFD.CD8kMup.3.18	47	male	Cage 104	HFD	10856.E27L.feces.47w.HFD.CD8kMup.3.18	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 221	C57Bl/6	34	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS221	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_A6	19	6/30/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E24L.feces.49w.HFD.IgAkMup.4.10	49	male	Cage 66	HFD	10856.E24L.feces.49w.HFD.IgAkMup.4.10	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 128	C57Bl/6	58.7	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, no IgA	11 months	10090	adult	Group11-IgAkMup-HFD (10-11M)	No	IgAkMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS128	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_H5	11	5/16/16	TRUE	TRUE	TRUE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/IgA-/-	MUP/IgA-/-	not applicable	not applicable	FALSE	HFD	HFD MUP/IgA-/-	10856
10856.E16L.feces.40w.HFD.CD8k.CLM.1.6	40	male	Cage 23	HFD	10856.E16L.feces.40w.HFD.CD8k.CLM.1.6	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 247	C57Bl/6	46	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese, CD8KO	11 months	10090	adult	Group23-CD8k-HFD (10-11M)	No	CD8k-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS247	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_3_33657_C9	23	1/22/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E38L.feces.50w.NC.MupHe.1.14	50	male	Cage 33	NC	10856.E38L.feces.50w.NC.MupHe.1.14	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 60	C57Bl/6	32.9	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH,lean, adenomas	11 months	10090	adult	Group 4-MupHe-NC (10-11M)	No	MupHe-NC (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	normal	SS60	mouse gut metagenome	not applicable	C	Karin_Rapid_Response_Plate_1_33657_D9	4	10/7/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	TRUE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	NC	NC MUP	10856
10856.E22L.feces.28w.HFD.CD8kMup.1.13	28	male	Cage 85	HFD	10856.E22L.feces.28w.HFD.CD8kMup.1.13	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 183	C57Bl/6	32.7	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, CD8KO	6 months	10090	adult	Group17-CD8kMup-HFD (6M)	No	CD8kMup-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS183	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_2_33657_G12	17	5/5/16	TRUE	FALSE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	not applicable	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.E14L.feces.41w.ANB.HFD.MupHe.1.5	41	male	Cage 166	HFD	10856.E14L.feces.41w.ANB.HFD.MupHe.1.5	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 431	C57Bl/6	34.8	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obesity, HCC, ABX	11 months	10090	adult	Group60-Antibiotic-MupHe-HFD (10-11M)	Yes (Ampicillin, Vancomycin, Neomycin sulfate and Metronidazole )	Antibiotic-MupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	not yet	normal	SS431	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_5_33657_C9	60	12/18/15	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	HFD + ABX	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E46L.feces.51w.HFD.RagkMup.1.7	51	male	Cage 117	HFD	10856.E46L.feces.51w.HFD.RagkMup.1.7	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 267	C57Bl/6	31.8	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, obese, HCC, no b and t cells	11 months	10090	adult	Group26-RagkMupHe-HFD (10-11M)	No	RagkMupHe-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no t and b cells	SS267	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_G11	26	12/8/16	FALSE	TRUE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	not applicable	MUP/Rag1-/-	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
10856.E41L.feces.20w.STAM.JH.6.6	20	male	Cage 140	HFD	10856.E41L.feces.20w.STAM.JH.6.6	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 341	FVB	24.8	2	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	FVB, T1d, NASH driven HCC, no B cell	5 months	10090	adult	Group40- STAM-JH (5M)	No	STAM-JH	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no B cell	SS341	mouse gut metagenome	not applicable	G	Karin_Rapid_Response_Plate_4_33657_E9	40	11/16/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E27L.feces.47w.HFD.CD8kMup.1.15	47	male	Cage 104	HFD	10856.E27L.feces.47w.HFD.CD8kMup.1.15	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 219	C57Bl/6	36.3	4	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	NASH, HCC, CD8KO	11 months	10090	adult	Group19-CD8kMup-HFD (10-11M)	No	CD8kMup-HFD (10-11M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS219	mouse gut metagenome	not applicable	D	Karin_Rapid_Response_Plate_3_33657_G5	19	6/30/16	TRUE	TRUE	FALSE	TRUE	FALSE	Mus musculus	TRUE	TRUE	UCSD	HFD	MUP/CD8a-/-	not applicable	MUP/CD8a-/-	not applicable	FALSE	HFD	HFD MUP/CD8a-/-	10856
10856.FVB.IgAK.Feces.16w.NC.2.31	16	male	Cage 151	NC	10856.FVB.IgAK.Feces.16w.NC.2.31	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 378	FVB	38	1	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	no IgA	4 months	10090	adult	Group45-NC-FVB-IgAk (4M)	No	NC-FVB-IgAk	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	no IgA - some susceptibility	SS378	mouse gut metagenome	not applicable	F	Karin_Rapid_Response_Plate_5_33657_B2	45	12/30/16	FALSE	FALSE	FALSE	FALSE	FALSE	Mus musculus	FALSE	FALSE	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	FALSE	not applicable	not applicable	10856
10856.E32L.feces.30w.HFD.CD8kCLM.5.10	30	male	Cage 91	HFD	10856.E32L.feces.30w.HFD.CD8kCLM.5.10	Steatohepatitis progresses to cancer via immunosuppression of HCC directed by CD8+Tcells	sample 241	C57Bl/6	37.8	3	32.5	410661	weeks	UBERON:colon	193	urban biome	-117.25	obese, CD8KO	6 months	10090	adult	Group21-CD8k-HFD (6M)	No	CD8k-HFD (6M)	animal-associated habitat	host-associated	colon content	grams	UBERON:gastro-intestinal system	UBERON:feces	feces	USA:CA:San Diego	Host-associated	Animal	Animal distal gut	TRUE	CD8KO - some susceptibility	SS241	mouse gut metagenome	not applicable	B	Karin_Rapid_Response_Plate_3_33657_E8	21	8/10/16	TRUE	FALSE	FALSE	FALSE	FALSE	Mus musculus	TRUE	FALSE	UCSD	HFD	not applicable	not applicable	not applicable	not applicable	FALSE	HFD	not applicable	10856
